movement_id,movement_date,plant_id,material_id,movement_type,quantity
898,2023-12-31,AE10,P479969,Opening Balance,3.0
11984,28-Oct-2024,fr10,P449342,GI Sale,-1.0
85314,04/07/2025, DE10,P294018,101,1.0
73550,12.02.2024,FR10 ,P91627362,GR,2.0
3307,24.05.2024,FR10 ,P501696,Goods Issue,-1.0
91590,20.05.2024,US10,P504453,GR,1.0
41449,22-Jan-2025,US10 ,P481396,Goods Issue,-1.0
5618,23-Oct-2024,FR10 ,P405602,651,1.0
56628,03/22/2024,us20,P454941,GI Sale,-1.0
54667,2024-08-25,us20,P434410,GI Sale,-1.0
60829,21.02.2025,AE10,P455339,601_GOODS_ISSUE_SALE,-2.0
35840,05/17/2024,US10,P504841,601_GOODS_ISSUE_SALE,-1.0
84780,09-Sep-2024,DE10,P429621,Goods Receipt,2.0
4681,10-Apr-2024,fr10,P469197,601,-1.0
99475,26-Feb-2024,AE10,P457458,GR,
101393,24.02.2025, AE10,P430910,101_GOODS_RECEIPT,1.0
85840,2024-01-29,DE10,P54433,101,3.0
2839,2025-01-08,FR10 ,P480529,601,-1.0
21852,17.02.2025,UK10 ,P462417,601,-1.0
43352,07/11/2024, US10,P472065,GI Sale,-1.0
103929,11.03.2024,ma10,P454083,Goods Receipt,1.0
102418,07/15/2024, AE10,P395532,101,2.0
62201,28.02.2025, AE10,P479732,601_GOODS_ISSUE_SALE,-1.0
76944,10/21/2024, UK10,P504453,Goods Receipt,3.0
70380,03/29/2025,ma10,P500445,601,-2.0
2593,2024-02-13,FR10,P504789,Goods Issue,-1.0
45836,2024-01-23,US10 ,P502306,Goods Issue,-1.0
102442,2024-01-15, AE10,P49848448,GR,5.0
1994,07/13/2024,fr10,P432863,Goods Issue,-1.0
66623,2025-02-14,AE10 ,P468161,GI Sale,-1.0
14523,11.11.2024,uk10,P471101,GI Sale,-1.0
13476,2024-02-17, UK10,P450720,601,-1.0
88066,06/02/2025, US10,P183916,GR,4.0
96456,2024-06-03, US20,P501721,Goods Receipt,3.0
50026,11-Jan-2025,US20,P435342,601_GOODS_ISSUE_SALE,-1.0
57137,2024-12-25, US20,P454018,601,-1.0
57242,27-May-2025,US20 ,P475118,601_GOODS_ISSUE_SALE,-1.0
11462,19-Jun-2025,fr10,P427393,GI Sale,-1.0
88231,04/21/2025,us10,P477822,Goods Receipt,2.0
40611,18-Jan-2025,US10,P387564,Goods Issue,-1.0
69657,2024-06-29, MA10,P502068,Goods Issue,-1.0
74336,02-Dec-2024,fr10,P476865,Goods Receipt,1.0
27352,05/04/2024,DE10 ,P417312,Goods Issue,-1.0
81885,17-Jun-2024,de10,P392004,Goods Receipt,1.0
22445,01-May-2024, DE10,P389524,Goods Issue,-1.0
5011,29-Feb-2024,FR10 ,P457458,601,-1.0
41451,01/25/2025,US10,P481396,601_GOODS_ISSUE_SALE,-2.0
50494,06-Sep-2024,US20,P482755,601_GOODS_ISSUE_SALE,-1.0
38009,03/05/2024, US10,P405269,Goods Issue,-1.0
97238,12-Aug-2024,US20,P401771,101_GOODS_RECEIPT,2.0
82062,2025-06-02,DE10 ,P456975,101_GOODS_RECEIPT,1.0
20048,2024-08-23,uk10,P379995,601_GOODS_ISSUE_SALE,-1.0
81307,2024-06-17,DE10,P502185,Goods Receipt,2.0
93942,2025-05-19,us20,P476011,Goods Receipt,1.0
17950,2024-09-27,uk10,P294018,601_GOODS_ISSUE_SALE,-1.0
99402,03/10/2025,AE10,P434399,Goods Receipt,4.0
85739,18.11.2024,DE10 ,P477822,GR,2.0
69607,04.08.2024, MA10,P450720,601,-1.0
38460,09/22/2024,US10,P429621,Goods Issue,-1.0
87077,01.07.2024, US10,P475951,101,2.0
76358,10-Mar-2025, FR10,P504064,Goods Receipt,5.0
38850,18.12.2024,us10,P502289,601_GOODS_ISSUE_SALE,-1.0
23252,06.01.2024,DE10,P152203,Goods Issue,-1.0
35902,2024-02-21, US10,P269707,GI Sale,-1.0
95591,01/29/2024,US20,P476428,101,1.0
49334,01-Dec-2024,us20,P413326,GI Sale,-1.0
78769,08/26/2024,uk10,P502289,101,2.0
1528,2024-12-11,FR10,P409988,GI Sale,-1.0
94636,06-May-2024,us20,P502068,Goods Receipt,4.0
16204,2024-09-26, UK10,P503762,601_GOODS_ISSUE_SALE,-1.0
37409,09/02/2024, US10,P501435,Goods Issue,-1.0
4870,2024-05-12,fr10,P432045,GI Sale,-1.0
48245,15-Jun-2025,US20,P34402,601_GOODS_ISSUE_SALE,-2.0
62874,05/12/2025,ae10,P416825,GI Sale,-1.0
64631,2025-05-19,AE10,P504364,GI Sale,-2.0
55091,27.01.2025,us20,P471242,601,-1.0
47643,2025-03-11, US10,P502866,601_GOODS_ISSUE_SALE,-1.0
273,31-Dec-2023, UK10,P481370,Opening Balance,3.0
40493,2024-09-19,US10 ,P450720,GI Sale,-1.0
88088,18-Nov-2024,us10,P503762,101,1.0
27248,29-Dec-2024, DE10,P109911,601_GOODS_ISSUE_SALE,-1.0
81375,06/02/2025,DE10 ,P503762,GR,1.0
50976,2025-05-03, US20,P427393,Goods Issue,-1.0
46093,28-Oct-2024, US10,P431511,Goods Issue,-1.0
43840,2024-01-08,us10,P405602,601_GOODS_ISSUE_SALE,-1.0
57291,2024-11-18,US20,P504789,Customer Return,1.0
77967,29.07.2024, UK10,P501516,101,2.0
65188,01/29/2024,ae10,P379995,601_GOODS_ISSUE_SALE,-1.0
17582,2025-05-31,uk10,P472317,601_GOODS_ISSUE_SALE,-1.0
4954,04/15/2024,FR10,P472817,Return,1.0
105228,2024-08-26,MA10,P502186,101_GOODS_RECEIPT,1.0
9558,2025-05-27,fr10,P450720,601_GOODS_ISSUE_SALE,-1.0
63128,23-Apr-2025,AE10,P476865,Goods Issue,-1.0
41690,06/28/2025,US10 ,P476430,601,-1.0
17868,11-Mar-2024,UK10 ,P448730,601_GOODS_ISSUE_SALE,-1.0
46500,05/08/2025,us10,P467123,601_GOODS_ISSUE_SALE,-1.0
62667,10-Aug-2024,AE10 ,P451225,GI Sale,-1.0
26742,02/29/2024,de10,P441329,601,-1.0
19599,11/27/2024, UK10,P467038,Goods Issue,-1.0
33343,2025-01-28, US10,P473145,601,-1.0
8994,2024-06-06,FR10 ,P500687,601,-1.0
31870,01.04.2025,US10,P432239,601_GOODS_ISSUE_SALE,-1.0
82960,16-Dec-2024,DE10,P422275,101,1.0
89025,29-Jul-2024,US10 ,P162554,101_GOODS_RECEIPT,3.0
19053,2024-02-26, UK10,P446816,GI Sale,-1.0
35235,04/29/2025,US10 ,P229406,601,-1.0
85908,22-Apr-2024,DE10 ,P443834,Goods Receipt,3.0
90821,2024-03-11, US10,P472065,Goods Receipt,5.0
19330,2024-12-07,uk10,P107319,GI Sale,-1.0
41033,06/05/2024,us10,P483706,GI Sale,-1.0
35091,10/07/2024,us10,P459301,GI Sale,-1.0
59628,2025-02-14, AE10,P443834,601_GOODS_ISSUE_SALE,-1.0
2365,2024-09-19, FR10,P500787,Goods Issue,-1.0
59340,05.05.2024,US20,P462387,601_GOODS_ISSUE_SALE,-1.0
64733,11-May-2025,AE10 ,P401771,Goods Issue,-1.0
96481,01/29/2024,us20,P409988,GR,1.0
9579,29.03.2024, FR10,P483474,GI Sale,-2.0
71192,20-Oct-2024,MA10,P501696,601,-1.0
50156,2024-06-01,us20,P479688,GI Sale,-1.0
51187,2024-11-12,us20,P501493,601,-1.0
79255,05/19/2025,UK10,P375938,Goods Receipt,2.0
73634,07/29/2024,FR10,P401771,101,3.0
40137,03-May-2025,US10,P476671,601_GOODS_ISSUE_SALE,-3.0
4908,02/02/2025,fr10,P432045,601_GOODS_ISSUE_SALE,-1.0
23131,2025-04-22,DE10,P481370,601_GOODS_ISSUE_SALE,
54018,03/05/2025, US20,P476690,Customer Return,1.0
77315,2024-08-26,uk10,P461451,101,4.0
45845,2024-03-16,US10,P502306,GI Sale,-1.0
66832,2024-12-13,AE10 ,P428222,601,-1.0
5211,2024-05-22, FR10,P49848448,601_GOODS_ISSUE_SALE,-1.0
76895,11/18/2024,uk10,P504064,Goods Receipt,7.0
50958,11/23/2024,US20,P427393,601,-1.0
2083,26-Apr-2024,FR10,P461185,601_GOODS_ISSUE_SALE,-1.0
48282,08/12/2024,US20 ,P183916,601,-1.0
48944,2024-04-04,US20 ,P501153,Goods Issue,-1.0
53879,2025-05-14, US20,P502866,Customer Return,1.0
41055,11/10/2024,us10,P483706,601,-1.0
74545,21.04.2025,FR10,P456007,Goods Receipt,4.0
62873,22.04.2025, AE10,P416825,601,-1.0
91103,05/06/2024,us10,P413326,Goods Receipt,8.0
48952,2024-07-27,US20,P501153,601_GOODS_ISSUE_SALE,-1.0
32742,2025-01-09, US10,P468161,601,-1.0
10088,09.04.2025,FR10 ,P455321,Goods Issue,-1.0
49826,01/26/2025, US20,P472065,GI Sale,-1.0
30828,07-Mar-2024,DE10,P482509,GI Sale,-1.0
103370,2024-02-26,MA10 ,P504849,GR,1.0
95499,2024-04-08,us20,P468161,Goods Receipt,1.0
23029,12/03/2024, DE10,P504841,Goods Issue,-1.0
47634,01/26/2025,US10 ,P502866,651,1.0
88512,01/29/2024,US10,P296439,GR,1.0
88558,07/01/2024,US10 ,P470542,101,3.0
12917,2024-11-27,uk10,P479969,601,-1.0
59385,18-Mar-2025,us20,P462387,GI Sale,-1.0
8384,07/12/2024,FR10,P399503,GI Sale,-1.0
102415,03.06.2024, AE10,P395532,GR,5.0
105281,07/15/2024,MA10,P107319,101,1.0
97870,29.01.2024,us20,P433125,101,2.0
41151,2025-02-19,US10,P504364,GI Sale,-1.0
62566,12/18/2024,AE10,P476011,GI Sale,-1.0
93561,02-Dec-2024,US20,P504841,101,1.0
71824,24.02.2025,FR10,P472452,Goods Receipt,1.0
6465,16.06.2025,FR10 ,P429554,Goods Issue,-1.0
70243,21.05.2024,MA10,P482509,601_GOODS_ISSUE_SALE,-1.0
11433,2024-10-30,FR10,P427393,Goods Issue,-1.0
43178,06/16/2025, US10,P503857,601_GOODS_ISSUE_SALE,-2.0
103571,07-Oct-2024, MA10,P462417,Goods Receipt,1.0
72930,06/16/2025, FR10,P439406,101_GOODS_RECEIPT,4.0
61510,2025-01-19,AE10 ,P500256,Customer Return,1.0
23905,2025-06-25,de10,P456975,Goods Issue,-1.0
101588,23-Sep-2024, AE10,P455418,101_GOODS_RECEIPT,1.0
294,31.12.2023,UK10 ,P504364,000_OPENING_BALANCE,3.0
68991,21-Sep-2024,MA10,P451225,Goods Issue,-1.0
94205,02/24/2025,US20 ,P378111,GR,1.0
70991,05/01/2025,ma10,P484052,601,-1.0
4241,03.02.2024,FR10,P413684,Goods Issue,-2.0
62639,06/17/2025,ae10,P462417,GI Sale,-1.0
86026,10/21/2024, US10,P475118,101_GOODS_RECEIPT,1.0
67343,22-Jun-2024,ae10,P501360,601,-1.0
63187,2025-03-02,AE10 ,P470025,GI Sale,-1.0
94832,03-Jun-2024,US20,P501751,Goods Receipt,1.0
76580,2025-02-24,fr10,P502068,GR,1.0
85253,12/30/2024,de10,P483654,101,1.0
19947,2025-01-28,uk10,P420019,Goods Issue,-1.0
92338,2024-07-01,US10 ,P473260,101_GOODS_RECEIPT,5.0
83782,04.11.2024, DE10,P183916,Goods Receipt,5.0
54248,03/02/2025,US20 ,P382378,Return,1.0
29838,04.03.2025,DE10,P34402,Goods Issue,-1.0
93797,2024-04-22,US20,P482755,Goods Receipt,4.0
82363,02-Dec-2024,DE10 ,P399503,101,2.0
67286,16.03.2024,ae10,P470542,601,-1.0
15084,13.06.2025, UK10,P387939,Goods Issue,-1.0
49714,04-Dec-2024, US20,P467038,GI Sale,-1.0
11130,01/08/2024,FR10,P476690,601,-1.0
40903,07/11/2024, US10,P481103,GI Sale,-1.0
54788,04-Apr-2025,US20 ,P480634,Goods Issue,-1.0
17992,01/13/2024,uk10,P501493,601_GOODS_ISSUE_SALE,-2.0
71723,05/05/2025,fr10,P482694,101_GOODS_RECEIPT,4.0
31725,14.02.2024,US10,P467973,GI Sale,-1.0
81492,2024-02-12,de10,P479829,101_GOODS_RECEIPT,1.0
32776,27-Jun-2024,us10,P501360,601_GOODS_ISSUE_SALE,-1.0
49165,21-Apr-2025, US20,P397465,Goods Issue,-1.0
9133,09/26/2024,FR10,P481141,Goods Issue,-1.0
20386,24.04.2025, UK10,P481370,GI Sale,-1.0
80821,2024-10-21,uk10,P477168,101_GOODS_RECEIPT,6.0
60878,04.01.2025, AE10,P387261,601,-1.0
73226,2024-11-18,fr10,P432045,101_GOODS_RECEIPT,2.0
15096,29.02.2024,uk10,P399503,GI Sale,-1.0
65698,23-Aug-2024, AE10,P477741,601,
51558,2025-03-28,US20 ,P397627,GI Sale,-1.0
72228,2024-08-26, FR10,P504453,GR,1.0
16645,27-Apr-2025, UK10,P431187,601,-1.0
61398,04/22/2024,AE10 ,P76000,Goods Issue,-1.0
78161,30-Jun-2025,UK10,P405602,GR,2.0
18746,03-May-2025,UK10 ,P409988,Goods Issue,-1.0
61856,02/28/2025,AE10 ,P479688,GI Sale,-1.0
15918,30.07.2024,uk10,P405602,601,-1.0
71832,30.06.2025,FR10 ,P472452,101_GOODS_RECEIPT,2.0
40917,26.04.2025,us10,P481103,601,-1.0
56774,29.03.2024,us20,P501435,601,-1.0
49263,02/19/2025,US20 ,P475981,Goods Issue,-1.0
99406,19-May-2025, AE10,P434399,101,1.0
26837,2024-06-21,DE10,P504364,601_GOODS_ISSUE_SALE,-1.0
60578,2024-08-02,ae10,P504054,601,-1.0
33725,17-Dec-2024,US10 ,P454083,601,-1.0
36383,11.05.2025,US10,P440305,601,-1.0
45716,04/03/2024,us10,P417312,GI Sale,-1.0
57909,07/26/2024, US20,P455339,Goods Issue,-2.0
50609,23-Apr-2025,US20 ,P500256,GI Sale,-2.0
24121,07/31/2024, DE10,P505041,GI Sale,-1.0
14847,11/28/2024,UK10 ,P434410,Goods Issue,-1.0
55444,11/22/2024,US20 ,P470246,601,-1.0
74213,2024-11-18,FR10,P481396,Goods Receipt,3.0
93829,01-Jul-2024,US20 ,P501516,101_GOODS_RECEIPT,1.0
95553,21.04.2025,US20 ,P382378,101,1.0
62843,19.07.2024,AE10,P416825,GI Sale,-1.0
22982,2025-01-28,DE10,P375534,601,-1.0
38601,23-Jun-2024,US10 ,P480636,Return,1.0
90869,2024-09-09,us10,P387261,101,1.0
29662,15.04.2025,DE10 ,P500992,601,-1.0
82399,02/10/2025, DE10,P457429,101_GOODS_RECEIPT,1.0
86489,25-Mar-2024, US10,P467944,101_GOODS_RECEIPT,1.0
15169,12.05.2025,uk10,P399503,GI Sale,-1.0
10661,22-Jul-2024,fr10,P479732,Goods Issue,-1.0
46735,09-Aug-2024,US10,P420699,GI Sale,-1.0
26505,19-Sep-2024,de10,P229406,Goods Issue,-1.0
47819,09/14/2024,US20,P477838,GI Sale,-1.0
12195,02/10/2025,FR10 ,P504064,651_CUSTOMER_RETURN,1.0
5662,29-Apr-2025,FR10,P405602,GI Sale,-1.0
28083,19.12.2024, DE10,P471046,Goods Issue,-1.0
91627,08/12/2024,US10,P466426,Goods Receipt,5.0
4325,05/27/2025, FR10,P413684,601,-1.0
20450,08/07/2024,UK10 ,P481396,601_GOODS_ISSUE_SALE,-1.0
28061,18.04.2024,DE10 ,P471046,GI Sale,-1.0
11519,17.09.2024, FR10,P443834,Goods Issue,-1.0
101253,26.08.2024,AE10,P461185,Goods Receipt,2.0
43934,03/04/2025,US10,P405602,601,-1.0
41267,06-Feb-2024, US10,P49848448,601_GOODS_ISSUE_SALE,-1.0
11836,12/08/2024,FR10,P471046,651_CUSTOMER_RETURN,1.0
8716,2024-03-29,FR10 ,P477838,601,-1.0
87259,11/04/2024,us10,P456975,101,1.0
52445,11-Oct-2024,US20,P387564,601_GOODS_ISSUE_SALE,-1.0
78894,29.01.2024, UK10,P435342,Goods Receipt,1.0
102527,12-Feb-2024, AE10,P503815,101,1.0
18570,19.02.2024, UK10,P472817,Goods Issue,-1.0
52088,04/22/2025, US20,P432239,Goods Issue,-1.0
102387,11-Mar-2024,AE10,P501360,101,1.0
66439,2025-06-05,AE10,P502866,601_GOODS_ISSUE_SALE,-1.0
1714,04/25/2025, FR10,P472452,601,-1.0
30720,07.12.2024,de10,P469197,GI Sale,-1.0
4858,03/11/2024,FR10,P432045,601,-2.0
4942,2024-02-01,FR10,P472817,GI Sale,-2.0
92562,02.12.2024,US20,P379995,101,1.0
16611,11.10.2024, UK10,P431187,601_GOODS_ISSUE_SALE,-1.0
29873,10/20/2024, DE10,P483654,Goods Issue,-1.0
81274,05/06/2024,de10,P387564,GR,1.0
26924,09-Apr-2025, DE10,P420019,601,-1.0
38063,03-Apr-2024,US10,P456007,GI Sale,-1.0
39988,07/13/2024,us10,P501760,GI Sale,-1.0
16644,04/22/2025,UK10 ,P431187,601,-1.0
87830,26.02.2024,US10 ,P504841,Goods Receipt,2.0
92250,2025-05-05, US10,P479830,Goods Receipt,2.0
49833,03-Mar-2025,US20 ,P472065,651_CUSTOMER_RETURN,1.0
82339,2025-02-24, DE10,P456006,Goods Receipt,2.0
71002,09.06.2024,MA10,P413326,601_GOODS_ISSUE_SALE,-1.0
44170,2025-04-25,US10 ,P413326,Goods Issue,-1.0
104060,29-Jul-2024,MA10,P429554,101_GOODS_RECEIPT,1.0
45073,2025-03-09, US10,P481141,601_GOODS_ISSUE_SALE,-1.0
46297,2024-10-26,US10,P461636,601_GOODS_ISSUE_SALE,-1.0
23724,04.02.2024,DE10 ,P475118,Goods Issue,-1.0
43988,01-May-2024, US10,P475981,601,-1.0
55861,21.12.2024,US20,P503762,601_GOODS_ISSUE_SALE,-1.0
35784,2024-12-23,US10,P446816,651_CUSTOMER_RETURN,1.0
12740,2024-06-25,FR10 ,P480634,GI Sale,-1.0
42343,2025-05-23,US10 ,P109911,601_GOODS_ISSUE_SALE,-1.0
34383,2024-09-20, US10,P456975,Goods Issue,-1.0
59098,08-Jan-2024,US20,P432863,601,-1.0
64363,11-Apr-2025, AE10,P429675,GI Sale,-1.0
31051,30-Mar-2025,DE10 ,P54433,Goods Issue,-1.0
71628,2024-11-04, FR10,P476428,Goods Receipt,1.0
77813,26-Aug-2024,UK10 ,P454018,Goods Receipt,4.0
100840,2024-03-25,AE10,P397627,101_GOODS_RECEIPT,1.0
79728,07/29/2024, UK10,P107319,101_GOODS_RECEIPT,1.0
24529,2024-08-05, DE10,P457429,GI Sale,-1.0
23496,19-May-2024,DE10,P484052,GI Sale,-1.0
4975,12.09.2024,FR10,P472817,Goods Issue,-1.0
73340,04/07/2025, FR10,P434399,GR,1.0
93093,05-May-2025,US20,P504159,101,3.0
38394,14-Mar-2024,us10,P76000,Goods Issue,-1.0
104235,16-Dec-2024,MA10 ,P471009,GR,1.0
62813,02-Dec-2024,AE10 ,P7844,601,-1.0
104768,2025-04-07,MA10,P504789,101,1.0
37643,2024-08-22,US10 ,P296439,601,-2.0
24477,13.06.2025, DE10,P399503,GI Sale,-1.0
83286,12-Aug-2024,DE10 ,P409988,Goods Receipt,3.0
12809,2024-03-20,fr10,P501435,GI Sale,-1.0
34575,2024-03-13,US10 ,P408218,Goods Issue,-1.0
41411,2024-08-30,US10,P481396,Goods Issue,-1.0
68956,31.08.2024, MA10,P470025,601_GOODS_ISSUE_SALE,-1.0
2912,18-Aug-2024,fr10,P422275,Goods Issue,-1.0
102236,2025-06-30, AE10,P420699,101,1.0
4194,16.05.2024,FR10 ,P477822,Goods Issue,-1.0
54886,10.07.2024, US20,P470510,Goods Issue,-1.0
63243,08/24/2024,AE10 ,P479829,Goods Issue,-2.0
1768,2025-01-11,FR10 ,P482755,GI Sale,-1.0
14926,31-Jul-2024,UK10 ,P477822,GI Sale,-1.0
97721,2025-04-07,us20,P422275,Goods Receipt,3.0
206,2023-12-31, UK10,P434440,Opening Balance,3.0
27304,25.09.2024,DE10,P469440,GI Sale,-1.0
5220,01.08.2024,fr10,P49848448,GI Sale,-1.0
75342,05-May-2025,FR10 ,P504187,101,1.0
85911,06/03/2024,DE10,P443834,GR,2.0
29257,20-May-2025,DE10 ,P382378,601_GOODS_ISSUE_SALE,-1.0
29240,11-Dec-2024,de10,P382378,601_GOODS_ISSUE_SALE,-1.0
6606,03/17/2025,FR10 ,P229406,GI Sale,-1.0
8504,2025-04-16,fr10,P501697,601,-1.0
18658,17-Apr-2025,UK10,P470510,601_GOODS_ISSUE_SALE,-1.0
45015,30-Jun-2025, US10,P418122,601,-1.0
67667,09/01/2024, AE10,P405602,601_GOODS_ISSUE_SALE,-1.0
88117,2024-10-21,us10,P504281,101_GOODS_RECEIPT,1.0
14309,02/26/2025,UK10,P457512,601_GOODS_ISSUE_SALE,
66551,05.10.2024,AE10,P504789,601_GOODS_ISSUE_SALE,-1.0
31996,30.03.2025, US10,P444990,Goods Issue,-1.0
60765,12-Feb-2025, AE10,P413684,601,-1.0
84793,12.02.2024,DE10 ,P472817,Goods Receipt,3.0
57970,2025-05-29,us20,P455339,601_GOODS_ISSUE_SALE,
53349,2025-05-11,US20 ,P443834,Goods Issue,-1.0
85835,2025-04-21,DE10,P456007,GR,1.0
9319,12.10.2024,fr10,P7844,601_GOODS_ISSUE_SALE,-1.0
39433,05-Jun-2025,US10 ,P471226,GI Sale,-1.0
6107,12.03.2024,FR10 ,P107319,GI Sale,-1.0
69116,19.12.2024,ma10,P462417,601_GOODS_ISSUE_SALE,-1.0
56186,07-Apr-2025,US20 ,P501721,601_GOODS_ISSUE_SALE,-1.0
96007,01/15/2024,us20,P477822,Goods Receipt,3.0
43157,11.11.2024,US10 ,P503857,601_GOODS_ISSUE_SALE,-1.0
99668,06/17/2024,AE10,P476011,Goods Receipt,1.0
97776,07/15/2024, US20,P7844,Goods Receipt,1.0
92891,02-Dec-2024,us20,P504364,Goods Receipt,2.0
19278,12.06.2025,UK10,P444990,601,-1.0
72229,23.09.2024,fr10,P504453,101,1.0
7135,09/24/2024,fr10,P375534,601,-1.0
6362,06/30/2024,FR10 ,P501493,Goods Issue,-1.0
57452,19-Jan-2025,us20,P481370,601,-1.0
27681,02-May-2025,de10,P432045,601_GOODS_ISSUE_SALE,-1.0
6648,16-Mar-2024,FR10 ,P46587789,601,-2.0
58402,2024-01-16,US20,P439672,601_GOODS_ISSUE_SALE,-1.0
19842,06/14/2024, UK10,P54433,Customer Return,1.0
75749,2024-04-22, FR10,P162554,101_GOODS_RECEIPT,2.0
74616,02-Jun-2025, FR10,P467973,GR,5.0
25107,05/25/2025,de10,P455418,601,-1.0
53495,11/30/2024,US20 ,P501760,Goods Issue,-1.0
17628,21-Mar-2024, UK10,P471076,601_GOODS_ISSUE_SALE,-1.0
58286,07/15/2024,us20,P468353,601_GOODS_ISSUE_SALE,-1.0
61978,2025-06-06,AE10 ,P483654,GI Sale,-1.0
33279,01/30/2024, US10,P473145,651_CUSTOMER_RETURN,1.0
85871,2024-02-26,DE10,P480636,GR,1.0
58991,2024-09-27,US20,P428222,601_GOODS_ISSUE_SALE,-1.0
53264,18.01.2024, US20,P443834,601_GOODS_ISSUE_SALE,-1.0
8217,29.07.2024,FR10 ,P475951,601,-1.0
91462,08/26/2024, US10,P481141,GR,1.0
65571,21-Jul-2024,AE10 ,P417312,GI Sale,-1.0
1265,31.05.2024,FR10 ,P476428,GI Sale,-1.0
6233,2024-11-03,fr10,P471226,GI Sale,-1.0
30807,05-Jan-2025,de10,P477822,601_GOODS_ISSUE_SALE,-1.0
30196,19-Jan-2024,DE10,P500687,601_GOODS_ISSUE_SALE,-1.0
599,12/31/2023, US10,P462417,000_OPENING_BALANCE,3.0
40265,06/29/2024,US10,P457429,601,-1.0
10646,04/20/2024,FR10,P479732,601_GOODS_ISSUE_SALE,-1.0
52266,2025-06-27, US20,P504281,601_GOODS_ISSUE_SALE,-1.0
13718,2024-02-11, UK10,P480636,601,-1.0
43258,01.07.2024, US10,P482755,601,-1.0
97026,2024-12-02,US20 ,P296439,GR,4.0
40081,17-May-2024, US10,P476671,Goods Issue,-1.0
93412,15.07.2024, US20,P430910,Goods Receipt,1.0
9687,09/03/2024,fr10,P434410,GI Sale,-1.0
59553,16.05.2025, US20,P431511,601_GOODS_ISSUE_SALE,-1.0
8168,04/02/2025,fr10,P467973,GI Sale,-1.0
32332,27-Dec-2024,US10 ,P505250,Goods Issue,-1.0
100788,2024-04-08,AE10 ,P505250,101,1.0
37080,12.01.2024,US10,P449342,Customer Return,1.0
83064,12-Feb-2024, DE10,P428636,GR,4.0
89078,2025-04-21,US10,P476428,101,1.0
14856,02/14/2025, UK10,P434410,Goods Issue,-1.0
77264,07-Apr-2025,UK10,P500787,GR,1.0
36822,03-Mar-2025,US10 ,P504849,601_GOODS_ISSUE_SALE,-1.0
72404,10/21/2024,FR10 ,P461636,101_GOODS_RECEIPT,5.0
41311,2024-09-21,us10,P49848448,601,-1.0
84592,13.01.2025, DE10,P427393,101,1.0
79210,03.06.2024, UK10,P476671,101,2.0
4083,12.01.2025, FR10,P502185,601_GOODS_ISSUE_SALE,-1.0
96600,11/04/2024,US20,P476697,GR,5.0
50905,01-Mar-2025,us20,P431187,Goods Issue,-1.0
60396,2024-12-21,AE10,P462387,GI Sale,-1.0
24375,05.07.2024,DE10,P456006,GI Sale,-1.0
87916,13-Jan-2025,US10,P504789,101_GOODS_RECEIPT,
52316,2024-12-26,US20,P502068,GI Sale,-1.0
68078,2025-03-31,ma10,P439672,Goods Issue,-1.0
55392,10/08/2024,US20,P476550,Goods Issue,-1.0
48175,06.03.2025,US20 ,P467973,601_GOODS_ISSUE_SALE,-1.0
25222,09/09/2024,DE10,P476671,Goods Issue,-1.0
46766,13.02.2025, US10,P420699,GI Sale,-1.0
5413,11/07/2024,fr10,P479969,GI Sale,-1.0
66041,05.04.2025, AE10,P6463,601_GOODS_ISSUE_SALE,-1.0
71881,2024-08-26,FR10,P467120,GR,2.0
64321,2025-05-16,ae10,P476690,Goods Issue,-1.0
61137,2024-02-18,AE10 ,P296439,GI Sale,-1.0
56932,28.06.2025,US20 ,P481103,Goods Issue,-1.0
62622,2024-07-13,AE10 ,P462417,Goods Issue,-1.0
76640,2024-07-29,fr10,P501435,101,2.0
32905,07.12.2024,us10,P480529,GI Sale,-2.0
47049,01-Dec-2024, US10,P482694,Goods Issue,-1.0
41574,27.12.2024, US10,P416825,601_GOODS_ISSUE_SALE,-1.0
72230,07.10.2024,FR10 ,P504453,101,1.0
103938,2024-07-01, MA10,P504044,101,2.0
8713,2024-03-16,FR10 ,P477838,601_GOODS_ISSUE_SALE,-1.0
53076,2024-11-12,us20,P471226,601,-1.0
100323,03-Jun-2024,ae10,P482755,GR,2.0
21017,08/10/2024, UK10,P470004,Goods Issue,-1.0
104635,02.12.2024,MA10 ,P476430,101,1.0
74517,15.01.2024,FR10,P456007,Goods Receipt,3.0
53085,29.12.2024,US20 ,P471226,Goods Issue,-1.0
15312,2025-05-21,uk10,P461636,601_GOODS_ISSUE_SALE,-1.0
37272,2024-01-23,us10,P476011,601_GOODS_ISSUE_SALE,-1.0
67495,29.09.2024,AE10,P49848448,GI Sale,-1.0
90546,02/10/2025,US10,P442742,Goods Receipt,2.0
26864,03.01.2024,DE10 ,P420019,GI Sale,-1.0
86907,09-Sep-2024,US10,P483474,GR,1.0
70027,29.06.2025, MA10,P471242,601,-1.0
6653,2024-03-30, FR10,P46587789,Goods Issue,-1.0
44832,28.07.2024,us10,P476690,Goods Issue,-1.0
57098,03.04.2024,US20 ,P454018,601,-1.0
1119,31.12.2023,MA10,P461950,000_OPENING_BALANCE,3.0
82970,05.05.2025,DE10 ,P422275,101,1.0
57743,12.11.2024,US20 ,P46587789,651,1.0
82140,09-Sep-2024,DE10 ,P471076,GR,2.0
4688,29.06.2024,FR10,P469197,601_GOODS_ISSUE_SALE,-1.0
